filename,digit,font,foreground,background
hw_7995_num_1_font_MaruBuri-SemiBold_fg_ORANGE_bg_RED.png,1,MaruBuri-SemiBold,ORANGE,RED
hw_7996_num_2_font_MaruBuri-SemiBold_fg_YELLOW_bg_INDIGO.png,2,MaruBuri-SemiBold,YELLOW,INDIGO
hw_7997_num_4_font_MaruBuri-Regular_fg_INDIGO_bg_ORANGE.png,4,MaruBuri-Regular,INDIGO,ORANGE
hw_7998_num_5_font_MaruBuri-Bold_fg_GREEN_bg_BLUE.png,5,MaruBuri-Bold,GREEN,BLUE
hw_7999_num_5_font_MaruBuri-SemiBold_fg_VIOLET_bg_RED.png,5,MaruBuri-SemiBold,VIOLET,RED
hw_8000_num_7_font_MaruBuri-ExtraLight_fg_GREEN_bg_ORANGE.png,7,MaruBuri-ExtraLight,GREEN,ORANGE
hw_8001_num_0_font_MaruBuri-Light_fg_YELLOW_bg_RED.png,0,MaruBuri-Light,YELLOW,RED
hw_8002_num_5_font_MaruBuri-Light_fg_ORANGE_bg_INDIGO.png,5,MaruBuri-Light,ORANGE,INDIGO
hw_8003_num_3_font_MaruBuri-Bold_fg_RED_bg_ORANGE.png,3,MaruBuri-Bold,RED,ORANGE
hw_8004_num_5_font_MaruBuri-Bold_fg_INDIGO_bg_VIOLET.png,5,MaruBuri-Bold,INDIGO,VIOLET
hw_8005_num_5_font_MaruBuri-Light_fg_INDIGO_bg_BLUE.png,5,MaruBuri-Light,INDIGO,BLUE
hw_8006_num_4_font_MaruBuri-SemiBold_fg_YELLOW_bg_BLUE.png,4,MaruBuri-SemiBold,YELLOW,BLUE
hw_8007_num_5_font_MaruBuri-SemiBold_fg_ORANGE_bg_VIOLET.png,5,MaruBuri-SemiBold,ORANGE,VIOLET
hw_8008_num_5_font_MaruBuri-Bold_fg_GREEN_bg_VIOLET.png,5,MaruBuri-Bold,GREEN,VIOLET
hw_8009_num_2_font_MaruBuri-Regular_fg_VIOLET_bg_BLUE.png,2,MaruBuri-Regular,VIOLET,BLUE
hw_8010_num_9_font_MaruBuri-Bold_fg_GREEN_bg_INDIGO.png,9,MaruBuri-Bold,GREEN,INDIGO
hw_8011_num_9_font_MaruBuri-SemiBold_fg_ORANGE_bg_YELLOW.png,9,MaruBuri-SemiBold,ORANGE,YELLOW
hw_8012_num_3_font_MaruBuri-Bold_fg_GREEN_bg_ORANGE.png,3,MaruBuri-Bold,GREEN,ORANGE
hw_8013_num_7_font_MaruBuri-SemiBold_fg_GREEN_bg_BLUE.png,7,MaruBuri-SemiBold,GREEN,BLUE
hw_8014_num_7_font_MaruBuri-ExtraLight_fg_ORANGE_bg_BLUE.png,7,MaruBuri-ExtraLight,ORANGE,BLUE
hw_8015_num_5_font_MaruBuri-SemiBold_fg_RED_bg_ORANGE.png,5,MaruBuri-SemiBold,RED,ORANGE
hw_8016_num_1_font_MaruBuri-Light_fg_GREEN_bg_RED.png,1,MaruBuri-Light,GREEN,RED
hw_8017_num_2_font_MaruBuri-SemiBold_fg_BLUE_bg_GREEN.png,2,MaruBuri-SemiBold,BLUE,GREEN
hw_8018_num_5_font_MaruBuri-ExtraLight_fg_RED_bg_VIOLET.png,5,MaruBuri-ExtraLight,RED,VIOLET
hw_8019_num_8_font_MaruBuri-Light_fg_INDIGO_bg_YELLOW.png,8,MaruBuri-Light,INDIGO,YELLOW
hw_8020_num_7_font_MaruBuri-SemiBold_fg_GREEN_bg_BLUE.png,7,MaruBuri-SemiBold,GREEN,BLUE
hw_8021_num_4_font_MaruBuri-ExtraLight_fg_ORANGE_bg_RED.png,4,MaruBuri-ExtraLight,ORANGE,RED
hw_8022_num_7_font_MaruBuri-Light_fg_INDIGO_bg_YELLOW.png,7,MaruBuri-Light,INDIGO,YELLOW
hw_8023_num_3_font_MaruBuri-Regular_fg_ORANGE_bg_RED.png,3,MaruBuri-Regular,ORANGE,RED
hw_8024_num_2_font_MaruBuri-Regular_fg_INDIGO_bg_GREEN.png,2,MaruBuri-Regular,INDIGO,GREEN
hw_8025_num_0_font_MaruBuri-Light_fg_INDIGO_bg_GREEN.png,0,MaruBuri-Light,INDIGO,GREEN
hw_8026_num_3_font_MaruBuri-Bold_fg_VIOLET_bg_RED.png,3,MaruBuri-Bold,VIOLET,RED
hw_8027_num_0_font_MaruBuri-Regular_fg_INDIGO_bg_YELLOW.png,0,MaruBuri-Regular,INDIGO,YELLOW
hw_8028_num_5_font_MaruBuri-SemiBold_fg_INDIGO_bg_RED.png,5,MaruBuri-SemiBold,INDIGO,RED
hw_8029_num_7_font_MaruBuri-SemiBold_fg_ORANGE_bg_INDIGO.png,7,MaruBuri-SemiBold,ORANGE,INDIGO
hw_8030_num_2_font_MaruBuri-Regular_fg_INDIGO_bg_GREEN.png,2,MaruBuri-Regular,INDIGO,GREEN
hw_8031_num_5_font_MaruBuri-Light_fg_RED_bg_GREEN.png,5,MaruBuri-Light,RED,GREEN
hw_8032_num_5_font_MaruBuri-SemiBold_fg_YELLOW_bg_VIOLET.png,5,MaruBuri-SemiBold,YELLOW,VIOLET
hw_8033_num_8_font_MaruBuri-Bold_fg_ORANGE_bg_BLUE.png,8,MaruBuri-Bold,ORANGE,BLUE
hw_8034_num_3_font_MaruBuri-SemiBold_fg_BLUE_bg_RED.png,3,MaruBuri-SemiBold,BLUE,RED
hw_8035_num_9_font_MaruBuri-ExtraLight_fg_RED_bg_BLUE.png,9,MaruBuri-ExtraLight,RED,BLUE
hw_8036_num_4_font_MaruBuri-ExtraLight_fg_RED_bg_ORANGE.png,4,MaruBuri-ExtraLight,RED,ORANGE
hw_8037_num_3_font_MaruBuri-SemiBold_fg_YELLOW_bg_GREEN.png,3,MaruBuri-SemiBold,YELLOW,GREEN
hw_8038_num_8_font_MaruBuri-Regular_fg_ORANGE_bg_VIOLET.png,8,MaruBuri-Regular,ORANGE,VIOLET
hw_8039_num_3_font_MaruBuri-Light_fg_RED_bg_VIOLET.png,3,MaruBuri-Light,RED,VIOLET
hw_8040_num_6_font_MaruBuri-ExtraLight_fg_GREEN_bg_RED.png,6,MaruBuri-ExtraLight,GREEN,RED
hw_8041_num_4_font_MaruBuri-Regular_fg_RED_bg_VIOLET.png,4,MaruBuri-Regular,RED,VIOLET
hw_8042_num_3_font_MaruBuri-Bold_fg_ORANGE_bg_VIOLET.png,3,MaruBuri-Bold,ORANGE,VIOLET
hw_8043_num_4_font_MaruBuri-ExtraLight_fg_GREEN_bg_VIOLET.png,4,MaruBuri-ExtraLight,GREEN,VIOLET
hw_8044_num_0_font_MaruBuri-Light_fg_VIOLET_bg_ORANGE.png,0,MaruBuri-Light,VIOLET,ORANGE
hw_8045_num_1_font_MaruBuri-Regular_fg_INDIGO_bg_RED.png,1,MaruBuri-Regular,INDIGO,RED
hw_8046_num_7_font_MaruBuri-Bold_fg_BLUE_bg_VIOLET.png,7,MaruBuri-Bold,BLUE,VIOLET
hw_8047_num_7_font_MaruBuri-Light_fg_BLUE_bg_INDIGO.png,7,MaruBuri-Light,BLUE,INDIGO
hw_8048_num_8_font_MaruBuri-Bold_fg_RED_bg_GREEN.png,8,MaruBuri-Bold,RED,GREEN
hw_8049_num_9_font_MaruBuri-Light_fg_BLUE_bg_GREEN.png,9,MaruBuri-Light,BLUE,GREEN
hw_8050_num_5_font_MaruBuri-ExtraLight_fg_BLUE_bg_GREEN.png,5,MaruBuri-ExtraLight,BLUE,GREEN
hw_8051_num_4_font_MaruBuri-Light_fg_VIOLET_bg_BLUE.png,4,MaruBuri-Light,VIOLET,BLUE
hw_8052_num_4_font_MaruBuri-Bold_fg_GREEN_bg_INDIGO.png,4,MaruBuri-Bold,GREEN,INDIGO
hw_8053_num_9_font_MaruBuri-Light_fg_ORANGE_bg_GREEN.png,9,MaruBuri-Light,ORANGE,GREEN
hw_8054_num_4_font_MaruBuri-Bold_fg_ORANGE_bg_RED.png,4,MaruBuri-Bold,ORANGE,RED
hw_8055_num_9_font_MaruBuri-Bold_fg_VIOLET_bg_INDIGO.png,9,MaruBuri-Bold,VIOLET,INDIGO
hw_8056_num_5_font_MaruBuri-ExtraLight_fg_ORANGE_bg_YELLOW.png,5,MaruBuri-ExtraLight,ORANGE,YELLOW
hw_8057_num_1_font_MaruBuri-ExtraLight_fg_VIOLET_bg_ORANGE.png,1,MaruBuri-ExtraLight,VIOLET,ORANGE
hw_8058_num_5_font_MaruBuri-SemiBold_fg_GREEN_bg_ORANGE.png,5,MaruBuri-SemiBold,GREEN,ORANGE
hw_8059_num_7_font_MaruBuri-Regular_fg_GREEN_bg_YELLOW.png,7,MaruBuri-Regular,GREEN,YELLOW
hw_8060_num_2_font_MaruBuri-Regular_fg_ORANGE_bg_BLUE.png,2,MaruBuri-Regular,ORANGE,BLUE
hw_8061_num_6_font_MaruBuri-SemiBold_fg_VIOLET_bg_BLUE.png,6,MaruBuri-SemiBold,VIOLET,BLUE
hw_8062_num_0_font_MaruBuri-Light_fg_RED_bg_GREEN.png,0,MaruBuri-Light,RED,GREEN
hw_8063_num_5_font_MaruBuri-Light_fg_YELLOW_bg_BLUE.png,5,MaruBuri-Light,YELLOW,BLUE
hw_8064_num_2_font_MaruBuri-Regular_fg_ORANGE_bg_RED.png,2,MaruBuri-Regular,ORANGE,RED
hw_8065_num_9_font_MaruBuri-ExtraLight_fg_YELLOW_bg_INDIGO.png,9,MaruBuri-ExtraLight,YELLOW,INDIGO
hw_8066_num_4_font_MaruBuri-Regular_fg_ORANGE_bg_INDIGO.png,4,MaruBuri-Regular,ORANGE,INDIGO
hw_8067_num_9_font_MaruBuri-SemiBold_fg_GREEN_bg_BLUE.png,9,MaruBuri-SemiBold,GREEN,BLUE
hw_8068_num_0_font_MaruBuri-SemiBold_fg_BLUE_bg_ORANGE.png,0,MaruBuri-SemiBold,BLUE,ORANGE
hw_8069_num_0_font_MaruBuri-Bold_fg_VIOLET_bg_ORANGE.png,0,MaruBuri-Bold,VIOLET,ORANGE
hw_8070_num_7_font_MaruBuri-ExtraLight_fg_BLUE_bg_INDIGO.png,7,MaruBuri-ExtraLight,BLUE,INDIGO
hw_8071_num_1_font_MaruBuri-Bold_fg_BLUE_bg_ORANGE.png,1,MaruBuri-Bold,BLUE,ORANGE
hw_8072_num_2_font_MaruBuri-ExtraLight_fg_YELLOW_bg_ORANGE.png,2,MaruBuri-ExtraLight,YELLOW,ORANGE
hw_8073_num_8_font_MaruBuri-Bold_fg_YELLOW_bg_ORANGE.png,8,MaruBuri-Bold,YELLOW,ORANGE
hw_8074_num_3_font_MaruBuri-ExtraLight_fg_VIOLET_bg_RED.png,3,MaruBuri-ExtraLight,VIOLET,RED
hw_8075_num_5_font_MaruBuri-Regular_fg_BLUE_bg_VIOLET.png,5,MaruBuri-Regular,BLUE,VIOLET
hw_8076_num_5_font_MaruBuri-ExtraLight_fg_GREEN_bg_ORANGE.png,5,MaruBuri-ExtraLight,GREEN,ORANGE
hw_8077_num_6_font_MaruBuri-Regular_fg_YELLOW_bg_ORANGE.png,6,MaruBuri-Regular,YELLOW,ORANGE
hw_8078_num_1_font_MaruBuri-Light_fg_BLUE_bg_INDIGO.png,1,MaruBuri-Light,BLUE,INDIGO
hw_8079_num_6_font_MaruBuri-SemiBold_fg_VIOLET_bg_YELLOW.png,6,MaruBuri-SemiBold,VIOLET,YELLOW
hw_8080_num_0_font_MaruBuri-SemiBold_fg_GREEN_bg_VIOLET.png,0,MaruBuri-SemiBold,GREEN,VIOLET
hw_8081_num_6_font_MaruBuri-Light_fg_GREEN_bg_INDIGO.png,6,MaruBuri-Light,GREEN,INDIGO
hw_8082_num_2_font_MaruBuri-SemiBold_fg_VIOLET_bg_RED.png,2,MaruBuri-SemiBold,VIOLET,RED
hw_8083_num_1_font_MaruBuri-Bold_fg_YELLOW_bg_INDIGO.png,1,MaruBuri-Bold,YELLOW,INDIGO
hw_8084_num_7_font_MaruBuri-Bold_fg_YELLOW_bg_VIOLET.png,7,MaruBuri-Bold,YELLOW,VIOLET
hw_8085_num_1_font_MaruBuri-Regular_fg_INDIGO_bg_VIOLET.png,1,MaruBuri-Regular,INDIGO,VIOLET
hw_8086_num_3_font_MaruBuri-Bold_fg_INDIGO_bg_VIOLET.png,3,MaruBuri-Bold,INDIGO,VIOLET
hw_8087_num_0_font_MaruBuri-SemiBold_fg_RED_bg_YELLOW.png,0,MaruBuri-SemiBold,RED,YELLOW
hw_8088_num_0_font_MaruBuri-ExtraLight_fg_INDIGO_bg_RED.png,0,MaruBuri-ExtraLight,INDIGO,RED
hw_8089_num_3_font_MaruBuri-Light_fg_ORANGE_bg_VIOLET.png,3,MaruBuri-Light,ORANGE,VIOLET
hw_8090_num_0_font_MaruBuri-ExtraLight_fg_BLUE_bg_INDIGO.png,0,MaruBuri-ExtraLight,BLUE,INDIGO
hw_8091_num_3_font_MaruBuri-Bold_fg_GREEN_bg_RED.png,3,MaruBuri-Bold,GREEN,RED
hw_8092_num_2_font_MaruBuri-Bold_fg_RED_bg_INDIGO.png,2,MaruBuri-Bold,RED,INDIGO
hw_8093_num_8_font_MaruBuri-Regular_fg_RED_bg_ORANGE.png,8,MaruBuri-Regular,RED,ORANGE
hw_8094_num_5_font_MaruBuri-Light_fg_RED_bg_BLUE.png,5,MaruBuri-Light,RED,BLUE
hw_8095_num_6_font_MaruBuri-ExtraLight_fg_BLUE_bg_VIOLET.png,6,MaruBuri-ExtraLight,BLUE,VIOLET
hw_8096_num_8_font_MaruBuri-Regular_fg_VIOLET_bg_GREEN.png,8,MaruBuri-Regular,VIOLET,GREEN
hw_8097_num_7_font_MaruBuri-ExtraLight_fg_ORANGE_bg_BLUE.png,7,MaruBuri-ExtraLight,ORANGE,BLUE
hw_8098_num_6_font_MaruBuri-SemiBold_fg_INDIGO_bg_YELLOW.png,6,MaruBuri-SemiBold,INDIGO,YELLOW
hw_8099_num_1_font_MaruBuri-ExtraLight_fg_YELLOW_bg_VIOLET.png,1,MaruBuri-ExtraLight,YELLOW,VIOLET
hw_8100_num_3_font_MaruBuri-SemiBold_fg_INDIGO_bg_RED.png,3,MaruBuri-SemiBold,INDIGO,RED
hw_8101_num_0_font_MaruBuri-Bold_fg_INDIGO_bg_RED.png,0,MaruBuri-Bold,INDIGO,RED
hw_8102_num_3_font_MaruBuri-SemiBold_fg_YELLOW_bg_GREEN.png,3,MaruBuri-SemiBold,YELLOW,GREEN
hw_8103_num_7_font_MaruBuri-ExtraLight_fg_GREEN_bg_RED.png,7,MaruBuri-ExtraLight,GREEN,RED
hw_8104_num_5_font_MaruBuri-ExtraLight_fg_YELLOW_bg_INDIGO.png,5,MaruBuri-ExtraLight,YELLOW,INDIGO
hw_8105_num_9_font_MaruBuri-Regular_fg_GREEN_bg_RED.png,9,MaruBuri-Regular,GREEN,RED
hw_8106_num_8_font_MaruBuri-Bold_fg_INDIGO_bg_YELLOW.png,8,MaruBuri-Bold,INDIGO,YELLOW
hw_8107_num_6_font_MaruBuri-Bold_fg_ORANGE_bg_YELLOW.png,6,MaruBuri-Bold,ORANGE,YELLOW
hw_8108_num_2_font_MaruBuri-SemiBold_fg_VIOLET_bg_YELLOW.png,2,MaruBuri-SemiBold,VIOLET,YELLOW
hw_8109_num_0_font_MaruBuri-SemiBold_fg_INDIGO_bg_BLUE.png,0,MaruBuri-SemiBold,INDIGO,BLUE
hw_8110_num_4_font_MaruBuri-Regular_fg_BLUE_bg_INDIGO.png,4,MaruBuri-Regular,BLUE,INDIGO
hw_8111_num_8_font_MaruBuri-Regular_fg_INDIGO_bg_ORANGE.png,8,MaruBuri-Regular,INDIGO,ORANGE
hw_8112_num_8_font_MaruBuri-Light_fg_ORANGE_bg_YELLOW.png,8,MaruBuri-Light,ORANGE,YELLOW
hw_8113_num_2_font_MaruBuri-Bold_fg_VIOLET_bg_GREEN.png,2,MaruBuri-Bold,VIOLET,GREEN
hw_8114_num_9_font_MaruBuri-Regular_fg_VIOLET_bg_ORANGE.png,9,MaruBuri-Regular,VIOLET,ORANGE
hw_8115_num_5_font_MaruBuri-Bold_fg_YELLOW_bg_VIOLET.png,5,MaruBuri-Bold,YELLOW,VIOLET
hw_8116_num_5_font_MaruBuri-Regular_fg_RED_bg_BLUE.png,5,MaruBuri-Regular,RED,BLUE
hw_8117_num_6_font_MaruBuri-ExtraLight_fg_VIOLET_bg_GREEN.png,6,MaruBuri-ExtraLight,VIOLET,GREEN
hw_8118_num_4_font_MaruBuri-Light_fg_YELLOW_bg_VIOLET.png,4,MaruBuri-Light,YELLOW,VIOLET
hw_8119_num_0_font_MaruBuri-Light_fg_INDIGO_bg_RED.png,0,MaruBuri-Light,INDIGO,RED
hw_8120_num_9_font_MaruBuri-SemiBold_fg_BLUE_bg_RED.png,9,MaruBuri-SemiBold,BLUE,RED
hw_8121_num_6_font_MaruBuri-Bold_fg_YELLOW_bg_ORANGE.png,6,MaruBuri-Bold,YELLOW,ORANGE
hw_8122_num_2_font_MaruBuri-ExtraLight_fg_BLUE_bg_RED.png,2,MaruBuri-ExtraLight,BLUE,RED
hw_8123_num_0_font_MaruBuri-Light_fg_ORANGE_bg_GREEN.png,0,MaruBuri-Light,ORANGE,GREEN
hw_8124_num_1_font_MaruBuri-Bold_fg_YELLOW_bg_BLUE.png,1,MaruBuri-Bold,YELLOW,BLUE
hw_8125_num_3_font_MaruBuri-SemiBold_fg_RED_bg_GREEN.png,3,MaruBuri-SemiBold,RED,GREEN
hw_8126_num_4_font_MaruBuri-Bold_fg_INDIGO_bg_BLUE.png,4,MaruBuri-Bold,INDIGO,BLUE
hw_8127_num_9_font_MaruBuri-Regular_fg_INDIGO_bg_BLUE.png,9,MaruBuri-Regular,INDIGO,BLUE
hw_8128_num_5_font_MaruBuri-Light_fg_RED_bg_GREEN.png,5,MaruBuri-Light,RED,GREEN
hw_8129_num_0_font_MaruBuri-Bold_fg_RED_bg_YELLOW.png,0,MaruBuri-Bold,RED,YELLOW
hw_8130_num_9_font_MaruBuri-Regular_fg_INDIGO_bg_ORANGE.png,9,MaruBuri-Regular,INDIGO,ORANGE
hw_8131_num_3_font_MaruBuri-SemiBold_fg_VIOLET_bg_YELLOW.png,3,MaruBuri-SemiBold,VIOLET,YELLOW
hw_8132_num_0_font_MaruBuri-Regular_fg_YELLOW_bg_INDIGO.png,0,MaruBuri-Regular,YELLOW,INDIGO
hw_8133_num_0_font_MaruBuri-Bold_fg_BLUE_bg_YELLOW.png,0,MaruBuri-Bold,BLUE,YELLOW
hw_8134_num_2_font_MaruBuri-Regular_fg_VIOLET_bg_GREEN.png,2,MaruBuri-Regular,VIOLET,GREEN
hw_8135_num_3_font_MaruBuri-Light_fg_YELLOW_bg_GREEN.png,3,MaruBuri-Light,YELLOW,GREEN
hw_8136_num_6_font_MaruBuri-Regular_fg_RED_bg_BLUE.png,6,MaruBuri-Regular,RED,BLUE
hw_8137_num_7_font_MaruBuri-Light_fg_GREEN_bg_YELLOW.png,7,MaruBuri-Light,GREEN,YELLOW
hw_8138_num_9_font_MaruBuri-Bold_fg_BLUE_bg_VIOLET.png,9,MaruBuri-Bold,BLUE,VIOLET
hw_8139_num_7_font_MaruBuri-Light_fg_BLUE_bg_GREEN.png,7,MaruBuri-Light,BLUE,GREEN
hw_8140_num_8_font_MaruBuri-SemiBold_fg_GREEN_bg_ORANGE.png,8,MaruBuri-SemiBold,GREEN,ORANGE
hw_8141_num_4_font_MaruBuri-Bold_fg_ORANGE_bg_BLUE.png,4,MaruBuri-Bold,ORANGE,BLUE
hw_8142_num_1_font_MaruBuri-SemiBold_fg_INDIGO_bg_ORANGE.png,1,MaruBuri-SemiBold,INDIGO,ORANGE
hw_8143_num_1_font_MaruBuri-ExtraLight_fg_YELLOW_bg_RED.png,1,MaruBuri-ExtraLight,YELLOW,RED
hw_8144_num_0_font_MaruBuri-SemiBold_fg_BLUE_bg_RED.png,0,MaruBuri-SemiBold,BLUE,RED
hw_8145_num_0_font_MaruBuri-ExtraLight_fg_ORANGE_bg_GREEN.png,0,MaruBuri-ExtraLight,ORANGE,GREEN
hw_8146_num_4_font_MaruBuri-ExtraLight_fg_VIOLET_bg_BLUE.png,4,MaruBuri-ExtraLight,VIOLET,BLUE
hw_8147_num_4_font_MaruBuri-Light_fg_ORANGE_bg_YELLOW.png,4,MaruBuri-Light,ORANGE,YELLOW
hw_8148_num_6_font_MaruBuri-SemiBold_fg_VIOLET_bg_BLUE.png,6,MaruBuri-SemiBold,VIOLET,BLUE
hw_8149_num_2_font_MaruBuri-ExtraLight_fg_BLUE_bg_INDIGO.png,2,MaruBuri-ExtraLight,BLUE,INDIGO
hw_8150_num_0_font_MaruBuri-Regular_fg_GREEN_bg_BLUE.png,0,MaruBuri-Regular,GREEN,BLUE
hw_8151_num_3_font_MaruBuri-Bold_fg_GREEN_bg_ORANGE.png,3,MaruBuri-Bold,GREEN,ORANGE
hw_8152_num_6_font_MaruBuri-Regular_fg_YELLOW_bg_VIOLET.png,6,MaruBuri-Regular,YELLOW,VIOLET
hw_8153_num_1_font_MaruBuri-Regular_fg_VIOLET_bg_YELLOW.png,1,MaruBuri-Regular,VIOLET,YELLOW
hw_8154_num_6_font_MaruBuri-ExtraLight_fg_BLUE_bg_ORANGE.png,6,MaruBuri-ExtraLight,BLUE,ORANGE
hw_8155_num_4_font_MaruBuri-ExtraLight_fg_INDIGO_bg_GREEN.png,4,MaruBuri-ExtraLight,INDIGO,GREEN
hw_8156_num_1_font_MaruBuri-Regular_fg_INDIGO_bg_YELLOW.png,1,MaruBuri-Regular,INDIGO,YELLOW
hw_8157_num_2_font_MaruBuri-Regular_fg_VIOLET_bg_GREEN.png,2,MaruBuri-Regular,VIOLET,GREEN
hw_8158_num_7_font_MaruBuri-Bold_fg_ORANGE_bg_YELLOW.png,7,MaruBuri-Bold,ORANGE,YELLOW
hw_8159_num_1_font_MaruBuri-ExtraLight_fg_VIOLET_bg_YELLOW.png,1,MaruBuri-ExtraLight,VIOLET,YELLOW
hw_8160_num_7_font_MaruBuri-Bold_fg_VIOLET_bg_RED.png,7,MaruBuri-Bold,VIOLET,RED
hw_8161_num_0_font_MaruBuri-ExtraLight_fg_ORANGE_bg_RED.png,0,MaruBuri-ExtraLight,ORANGE,RED
hw_8162_num_1_font_MaruBuri-Bold_fg_GREEN_bg_VIOLET.png,1,MaruBuri-Bold,GREEN,VIOLET
hw_8163_num_7_font_MaruBuri-SemiBold_fg_VIOLET_bg_INDIGO.png,7,MaruBuri-SemiBold,VIOLET,INDIGO
hw_8164_num_8_font_MaruBuri-Regular_fg_INDIGO_bg_RED.png,8,MaruBuri-Regular,INDIGO,RED
hw_8165_num_4_font_MaruBuri-ExtraLight_fg_ORANGE_bg_GREEN.png,4,MaruBuri-ExtraLight,ORANGE,GREEN
hw_8166_num_9_font_MaruBuri-Light_fg_YELLOW_bg_INDIGO.png,9,MaruBuri-Light,YELLOW,INDIGO
hw_8167_num_1_font_MaruBuri-Bold_fg_RED_bg_VIOLET.png,1,MaruBuri-Bold,RED,VIOLET
hw_8168_num_3_font_MaruBuri-ExtraLight_fg_GREEN_bg_RED.png,3,MaruBuri-ExtraLight,GREEN,RED
hw_8169_num_6_font_MaruBuri-Light_fg_YELLOW_bg_INDIGO.png,6,MaruBuri-Light,YELLOW,INDIGO
hw_8170_num_0_font_MaruBuri-ExtraLight_fg_GREEN_bg_RED.png,0,MaruBuri-ExtraLight,GREEN,RED
hw_8171_num_7_font_MaruBuri-Light_fg_VIOLET_bg_ORANGE.png,7,MaruBuri-Light,VIOLET,ORANGE
hw_8172_num_7_font_MaruBuri-Light_fg_VIOLET_bg_RED.png,7,MaruBuri-Light,VIOLET,RED
hw_8173_num_2_font_MaruBuri-ExtraLight_fg_RED_bg_GREEN.png,2,MaruBuri-ExtraLight,RED,GREEN
hw_8174_num_9_font_MaruBuri-ExtraLight_fg_RED_bg_ORANGE.png,9,MaruBuri-ExtraLight,RED,ORANGE
hw_8175_num_1_font_MaruBuri-Regular_fg_GREEN_bg_VIOLET.png,1,MaruBuri-Regular,GREEN,VIOLET
hw_8176_num_4_font_MaruBuri-Light_fg_ORANGE_bg_BLUE.png,4,MaruBuri-Light,ORANGE,BLUE
hw_8177_num_3_font_MaruBuri-Regular_fg_VIOLET_bg_RED.png,3,MaruBuri-Regular,VIOLET,RED
hw_8178_num_0_font_MaruBuri-Regular_fg_INDIGO_bg_GREEN.png,0,MaruBuri-Regular,INDIGO,GREEN
hw_8179_num_3_font_MaruBuri-Bold_fg_INDIGO_bg_VIOLET.png,3,MaruBuri-Bold,INDIGO,VIOLET
hw_8180_num_7_font_MaruBuri-ExtraLight_fg_GREEN_bg_VIOLET.png,7,MaruBuri-ExtraLight,GREEN,VIOLET
hw_8181_num_0_font_MaruBuri-SemiBold_fg_RED_bg_YELLOW.png,0,MaruBuri-SemiBold,RED,YELLOW
hw_8182_num_6_font_MaruBuri-SemiBold_fg_YELLOW_bg_ORANGE.png,6,MaruBuri-SemiBold,YELLOW,ORANGE
hw_8183_num_7_font_MaruBuri-Bold_fg_RED_bg_INDIGO.png,7,MaruBuri-Bold,RED,INDIGO
hw_8184_num_0_font_MaruBuri-Regular_fg_RED_bg_BLUE.png,0,MaruBuri-Regular,RED,BLUE
hw_8185_num_5_font_MaruBuri-ExtraLight_fg_YELLOW_bg_INDIGO.png,5,MaruBuri-ExtraLight,YELLOW,INDIGO
hw_8186_num_9_font_MaruBuri-Regular_fg_VIOLET_bg_YELLOW.png,9,MaruBuri-Regular,VIOLET,YELLOW
hw_8187_num_7_font_MaruBuri-Light_fg_RED_bg_INDIGO.png,7,MaruBuri-Light,RED,INDIGO
hw_8188_num_8_font_MaruBuri-Bold_fg_ORANGE_bg_VIOLET.png,8,MaruBuri-Bold,ORANGE,VIOLET
hw_8189_num_5_font_MaruBuri-Regular_fg_RED_bg_ORANGE.png,5,MaruBuri-Regular,RED,ORANGE
hw_8190_num_8_font_MaruBuri-SemiBold_fg_INDIGO_bg_YELLOW.png,8,MaruBuri-SemiBold,INDIGO,YELLOW
hw_8191_num_2_font_MaruBuri-Regular_fg_BLUE_bg_GREEN.png,2,MaruBuri-Regular,BLUE,GREEN
hw_8192_num_5_font_MaruBuri-Light_fg_YELLOW_bg_ORANGE.png,5,MaruBuri-Light,YELLOW,ORANGE
hw_8193_num_2_font_MaruBuri-SemiBold_fg_RED_bg_VIOLET.png,2,MaruBuri-SemiBold,RED,VIOLET
hw_8194_num_6_font_MaruBuri-Regular_fg_INDIGO_bg_YELLOW.png,6,MaruBuri-Regular,INDIGO,YELLOW
hw_8195_num_7_font_MaruBuri-Regular_fg_VIOLET_bg_BLUE.png,7,MaruBuri-Regular,VIOLET,BLUE
hw_8196_num_4_font_MaruBuri-Bold_fg_INDIGO_bg_ORANGE.png,4,MaruBuri-Bold,INDIGO,ORANGE
hw_8197_num_7_font_MaruBuri-SemiBold_fg_INDIGO_bg_RED.png,7,MaruBuri-SemiBold,INDIGO,RED
hw_8198_num_6_font_MaruBuri-Regular_fg_GREEN_bg_VIOLET.png,6,MaruBuri-Regular,GREEN,VIOLET
hw_8199_num_6_font_MaruBuri-ExtraLight_fg_ORANGE_bg_RED.png,6,MaruBuri-ExtraLight,ORANGE,RED
hw_8200_num_9_font_MaruBuri-Regular_fg_VIOLET_bg_GREEN.png,9,MaruBuri-Regular,VIOLET,GREEN
hw_8201_num_2_font_MaruBuri-Regular_fg_RED_bg_GREEN.png,2,MaruBuri-Regular,RED,GREEN
hw_8202_num_5_font_MaruBuri-Light_fg_GREEN_bg_RED.png,5,MaruBuri-Light,GREEN,RED
hw_8203_num_7_font_MaruBuri-SemiBold_fg_INDIGO_bg_GREEN.png,7,MaruBuri-SemiBold,INDIGO,GREEN
